date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:24:49	317/317	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Dec%202021%2000:24:47%20GMT	http://pharmacology.med.unideb.hu/images/pdf/M_opioids_ea.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/M_opioids_ea.49.delayed	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:24:49	320/320	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Dec%202021%2000:24:47%20GMT	http://pharmacology.med.unideb.hu/images/pdf/Benko/Csont2019.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/Csont2019.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:24:50	539602/539602	---M--	200	added ('OK')	application/pdf	etag:%22592025-83bd2-4d02a49c9ac00%22	http://pharmacology.med.unideb.hu/images/pdf/Gyomor%20pH-j%c3%a1t%20bef%20szerek.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Gyomor%20pH-j%c3%a1t%20bef%20szerek.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:24:52	427628/427628	---M--	200	added ('OK')	application/pdf	etag:%222740f2-6866c-58b93c51cb6c0%22	http://pharmacology.med.unideb.hu/images/pdf/Benko/ETRENDKIEGESZITOK_Magyar_Tudomany_2014_nov_1354-1365_Lugosi_Andrea.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/ETRENDKIEGESZITOK_Magyar_Tudomany_2014_nov_1354-1365_Lugosi_Andrea.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:25:12	1385416/1385416	---M--	200	added ('OK')	application/pdf	etag:%222740f0-1523c8-58a0501219180%22	http://pharmacology.med.unideb.hu/images/pdf/Benko/biologiai_terapia_az_onkologiaban_2019.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/biologiai_terapia_az_onkologiaban_2019.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:25:14	1389449/1389449	---M--	200	added ('OK')	application/pdf	etag:%22592011-153389-4ea82af449c80%22	http://pharmacology.med.unideb.hu/images/pdf/CALCIUM%20channel%20blockers.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/CALCIUM%20channel%20blockers.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:25:19	5019603/5019603	---M--	200	added ('OK')	application/pdf	etag:%2219203d-4c97d3-530fce8d94c00%22	http://pharmacology.med.unideb.hu/images/pdf/40%20Estrogens%20and%20progestins.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/40%20Estrogens%20and%20progestins.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:25:24	684654/684654	---M--	200	added ('OK')	application/pdf	etag:%22592017-a726e-4ea8329a2e7c0%22	http://pharmacology.med.unideb.hu/images/pdf/Drug%20development.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Drug%20development.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:25:39	1510101/1510101	---M--	200	added ('OK')	application/pdf	etag:%22592018-170ad5-4eaf8a71801c0%22	http://pharmacology.med.unideb.hu/images/pdf/Drugs%20used%20in%20peptic%20ulcer.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Drugs%20used%20in%20peptic%20ulcer.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:25:53	1814991/1814991	---M--	200	added ('OK')	application/pdf	etag:%2227409e-1bb1cf-57ab46a704d80%22	http://pharmacology.med.unideb.hu/images/pdf/Benko/Diuretics.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/Diuretics.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:25:56	2279439/2279439	---M--	200	added ('OK')	application/pdf	etag:%2227409c-22c80f-57ab469a9f040%22	http://pharmacology.med.unideb.hu/images/pdf/Benko/Antithrombotic%20therapy.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/Antithrombotic%20therapy.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:25:57	337/337	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Dec%202021%2000:25:54%20GMT	http://pharmacology.med.unideb.hu/images/pdf/Benko/BI-Obesity-pharmacotherapy.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/BI-Obesity-pharmacotherapy.54.delayed	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:26:07	1734236/1734236	---M--	200	added ('OK')	application/pdf	etag:%2227409f-1a765c-57ab46b276880%22	http://pharmacology.med.unideb.hu/images/pdf/Benko/Pharmacotherapy%20of%20obesity.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/Pharmacotherapy%20of%20obesity.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:26:25	1995919/1995919	---M--	200	added ('OK')	application/pdf	etag:%222740a2-1e748f-57abb3bb8e7c0%22	http://pharmacology.med.unideb.hu/images/pdf/Benko/Plant-based%20dietary%20supplements.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/Plant-based%20dietary%20supplements.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:26:28	6144589/6144589	---M--	200	added ('OK')	application/pdf	etag:%222740f5-5dc24d-58a050309d980%22	http://pharmacology.med.unideb.hu/images/pdf/Benko/daganatkemoterapia_teljes%202019.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/daganatkemoterapia_teljes%202019.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:26:38	744243/744243	---M--	200	added ('OK')	application/pdf	etag:%222740e7-b5b33-58a0502343a00%22	http://pharmacology.med.unideb.hu/images/pdf/Benko/Biological_therapy_in_oncology.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/Biological_therapy_in_oncology.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:26:43	298909/298909	---M--	200	added ('OK')	application/pdf	etag:%22274072-48f9d-567fef1f0d680%22	http://pharmacology.med.unideb.hu/images/pdf/Benko/Therapy_of_GOUT.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/Therapy_of_GOUT.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:26:43	351/351	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Dec%202021%2000:26:41%20GMT	http://pharmacology.med.unideb.hu/images/pdf/Benko/BI-Pharmacotherapy-of-reumatoid-artritis.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/BI-Pharmacotherapy-of-reumatoid-artritis.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:27:14	2829146/2829146	---M--	200	added ('OK')	application/pdf	etag:%222740ea-2b2b5a-5861646b19940%22	http://pharmacology.med.unideb.hu/images/pdf/Benko/Antifungal.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/Antifungal.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:27:16	4293549/4293549	---M--	200	added ('OK')	application/pdf	etag:%222740e6-4183ad-5861644217880%22	http://pharmacology.med.unideb.hu/images/pdf/Benko/ANTICANCER_DRUGS_2018.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/ANTICANCER_DRUGS_2018.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:27:16	319/319	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Dec%202021%2000:27:14%20GMT	http://pharmacology.med.unideb.hu/images/pdf/Benko/Bone2019.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/Bone2019.5d.delayed	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:27:28	727922/727922	---M--	200	added ('OK')	application/pdf	etag:%22274088-b1b72-575c05a7f0e00%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/intro_genpharm_hu.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/intro_genpharm_hu.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:27:37	495216/495216	---M--	200	added ('OK')	application/pdf	etag:%2227403c-78e70-5b09a84cc7fc0%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/angina_ca-blokk_hun_2020.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/angina_ca-blokk_hun_2020.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:27:44	449124/449124	---M--	200	added ('OK')	application/pdf	etag:%2227425c-6da64-5b09a854691c0%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/diuretikumok_hun_2020.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/diuretikumok_hun_2020.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:27:45	6756436/6756436	---M--	200	added ('OK')	application/pdf	etag:%222740e4-671854-5862783954e40%22	http://pharmacology.med.unideb.hu/images/pdf/Benko/histamine.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/histamine.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:27:57	692933/692933	---M--	200	added ('OK')	application/pdf	etag:%22552e97-a92c5-5089f398e4280%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/vasodil_2014_hu.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/vasodil_2014_hu.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:27:58	829805/829805	---M--	200	added ('OK')	application/pdf	etag:%22274041-ca96d-55b318fd24300%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/NO_2017_hu.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/NO_2017_hu.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:28:06	531105/531105	---M--	200	added ('OK')	application/pdf	etag:%2227424e-81aa1-5984fd2154180%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/veralvadas_2019_hu.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/veralvadas_2019_hu.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:28:06	584596/584596	---M--	200	added ('OK')	application/pdf	etag:%22274251-8eb94-5984fd2cc5c80%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/verkepzes_2019_hu.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/verkepzes_2019_hu.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:28:16	604022/604022	---M--	200	added ('OK')	application/pdf	etag:%222740a1-93776-57cf80f7ae840%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/biolther_hu_2018.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/biolther_hu_2018.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:28:30	853592/853592	---M--	200	added ('OK')	application/pdf	etag:%22552e8e-d0658-530bd75088c80%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/bevezetes_antibakt_hu_2016.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/bevezetes_antibakt_hu_2016.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:28:34	1651584/1651584	---M--	200	added ('OK')	application/pdf	etag:%22552e91-193380-50a08fd0c2140%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/gastro_hu_2014.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/gastro_hu_2014.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:28:44	854973/854973	---M--	200	added ('OK')	application/pdf	etag:%22552e95-d0bbd-530bd7591e0c0%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/sejtfal_antibakt_hu_2016.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/sejtfal_antibakt_hu_2016.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:28:58	850439/850439	---M--	200	added ('OK')	application/pdf	etag:%22552e8b-cfa07-5314a0b91d1c0%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/antituberkulotikumok_hu_2016.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/antituberkulotikumok_hu_2016.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:28:59	6603110/6603110	---M--	200	added ('OK')	application/pdf	etag:%222740e8-64c166-5862784897240%22	http://pharmacology.med.unideb.hu/images/pdf/Benko/opioids.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/opioids.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:02	1718993/1718993	---M--	200	added ('OK')	application/pdf	etag:%22552e90-1a3ad1-530c87620b240%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/egyeb_antibakt_hu_2016.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/egyeb_antibakt_hu_2016.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:20	1339961/1339961	---M--	200	added ('OK')	application/pdf	etag:%22552e8d-147239-5314a0c48ecc0%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/antiviralis_hu_2016.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/antiviralis_hu_2016.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:21	1348475/1348475	---M--	200	added ('OK')	application/pdf	etag:%22552e94-14937b-5314a0db722c0%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/malaria_anthelm_hu_2016.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/malaria_anthelm_hu_2016.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:26	1522685/1522685	---M--	200	added ('OK')	application/pdf	etag:%22552e92-173bfd-4f55a16aad9c0%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/immunopharmacol_hu_2013.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/immunopharmacol_hu_2013.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:30	608263/608263	---M--	200	added ('OK')	application/pdf	etag:%22552e96-94807-4f55a185618c0%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eahun/toxi_hu_2013.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eahun/toxi_hu_2013.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:33	691769/691769	---M--	200	added ('OK')	application/pdf	etag:%22274084-a8e39-575c058e31140%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/intro_genpharm_en.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/intro_genpharm_en.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:34	480181/480181	---M--	200	added ('OK')	application/pdf	etag:%2227403f-753b5-5b09a47773480%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/angina-ca-blockers_eng_2020.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/angina-ca-blockers_eng_2020.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:38	468735/468735	---M--	200	added ('OK')	application/pdf	etag:%22274040-726ff-5b09a485c1640%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/nitric-oxide_eng_2020.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/nitric-oxide_eng_2020.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:40	446477/446477	---M--	200	added ('OK')	application/pdf	etag:%2227424d-6d00d-5b09a48f4acc0%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/diuretics_eng_2020.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/diuretics_eng_2020.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:43	524309/524309	---M--	200	added ('OK')	application/pdf	etag:%222741ce-80015-5b23eee94d100%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/anticoagulants_2020_en.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/anticoagulants_2020_en.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:47	11471297/11471297	---M--	200	added ('OK')	application/pdf	etag:%22ec4e2-af09c1-58627856e5400%22	http://pharmacology.med.unideb.hu/images/pdf/Benko/Serotonin2019.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Benko/Serotonin2019.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:48	643517/643517	---M--	200	added ('OK')	application/pdf	etag:%221ac0e2-9d1bd-5233b8a7c5540%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/vasodil_2015_en.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/vasodil_2015_en.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:49	573077/573077	---M--	200	added ('OK')	application/pdf	etag:%22274048-8be95-55c5a656ce280%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/antitussives_and_expectorants_2017_en.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/antitussives_and_expectorants_2017_en.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:50	442477/442477	---M--	200	added ('OK')	application/pdf	etag:%22274099-6c06d-57a18ed624f00%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/anemia_2018_en.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/anemia_2018_en.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:54	426890/426890	---M--	200	added ('OK')	application/pdf	etag:%222740a4-6838a-57ab8eb6e5180%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/biologicals_en_2018.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/biologicals_en_2018.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:29:58	566760/566760	---M--	200	added ('OK')	application/pdf	etag:%221ac0d3-8a5e8-5233b8631b340%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/anticholinergics_2015_en.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/anticholinergics_2015_en.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:04	607331/607331	---M--	200	added ('OK')	application/pdf	etag:%221ac0dc-94463-5233b88e05880%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/hyperlipidemia_2015_en.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/hyperlipidemia_2015_en.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:05	956895/956895	---M--	200	added ('OK')	application/pdf	etag:%221ac0da-e99df-5233b87445bc0%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/cholinomimetics_2015_en.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/cholinomimetics_2015_en.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:06	1115982/1115982	---M--	200	added ('OK')	application/pdf	etag:%221ac0db-11074e-5233b88570440%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/gastro_2015_en.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/gastro_2015_en.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:14	667933/667933	---M--	200	added ('OK')	application/pdf	etag:%22ec4e5-a311d-586919d2e7240%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/antimicrobial-intro_eng_2019.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/antimicrobial-intro_eng_2019.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:16	1095381/1095381	---M--	200	added ('OK')	application/pdf	etag:%221ac0df-10b6d5-5233b8a024340%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/sympathomimetics-sympatholytics_2015_en.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/sympathomimetics-sympatholytics_2015_en.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:20	877887/877887	---M--	200	added ('OK')	application/pdf	etag:%22ec4e8-d653f-586919e7e23c0%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/antiviral_agents_eng_2019.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/antiviral_agents_eng_2019.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:29	1445828/1445828	---M--	200	added ('OK')	application/pdf	etag:%22ec4e7-160fc4-586919db7c680%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/antimicrobial_eng_2019.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/antimicrobial_eng_2019.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:29	911218/911218	---M--	200	added ('OK')	application/pdf	etag:%22ec4e9-de772-586919f077800%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/malaria-anthelm_eng_2019.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/malaria-anthelm_eng_2019.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:31	662423/662423	---M--	200	added ('OK')	application/pdf	etag:%221ac0e0-a1b97-54f167b88f000%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/toxicology_eng_2017.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/toxicology_eng_2017.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:38	1384585/1384585	---M--	200	added ('OK')	application/pdf	etag:%22ec4ea-152089-58691a02962c0%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/immunopharmacol_eng_2019.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/immunopharmacol_eng_2019.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:45	1027256/1027256	---M--	200	added ('OK')	application/pdf	etag:%221ac0d4-facb8-513d698521ac0%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/antidep-antipsy_eng_2015.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/antidep-antipsy_eng_2015.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:46	1044419/1044419	---M--	200	added ('OK')	application/pdf	etag:%221ac0e1-fefc3-513d69af17dc0%22	http://pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/uterotonics_eng_2015.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/amegy/eaeng/uterotonics_eng_2015.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:56	618828/618828	---M--	200	added ('OK')	application/pdf	etag:%22192057-9714c-4d2687dde6040%22	http://pharmacology.med.unideb.hu/images/pdf/Antiarritmi%c3%a1s%20szerek.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Antiarritmi%c3%a1s%20szerek.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:58	98365/98365	---M--	200	added ('OK')	application/pdf	etag:%22592032-1803d-4d26882660b40%22	http://pharmacology.med.unideb.hu/images/pdf/Pharmacology%20of%20the%20GIT.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Pharmacology%20of%20the%20GIT.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:30:58	321/321	---M-Z	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Dec%202021%2000:30:56%20GMT	http://pharmacology.med.unideb.hu/images/pdf/Diuretics%20agents.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Diuretics%20agents.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:31:03	296085/296085	---M--	200	added ('OK')	application/pdf	etag:%22592031-48495-4cd589e178400%22	http://pharmacology.med.unideb.hu/images/pdf/Pharmacology%20of%20the%20ANS-Part%20I.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Pharmacology%20of%20the%20ANS-Part%20I.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:31:11	2010648/2010648	---M--	200	added ('OK')	application/pdf	etag:%22592059-1eae18-4d02d34fdda00%22	http://pharmacology.med.unideb.hu/images/pdf/veg%20II.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/veg%20II.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
01:31:12	509139/509139	---M--	200	added ('OK')	application/pdf	etag:%22592033-7c4d3-4cd58582cf4c0%22	http://pharmacology.med.unideb.hu/images/pdf/Pharmacology%20of%20the%20heart.pdf	C:/My%20Web%20Sites/pharm/pharmacology.med.unideb.hu/images/pdf/Pharmacology%20of%20the%20heart.pdf	(from http://pharmacology.med.unideb.hu/index.php/altalanos-orvos)
